site,country,largest_distance,best months for XC,num of all flights,num of 200k flights,num of 100k flights,num of 50k flights,num of 20k flights,XContest days per month,Xconotest days per year,link to XContest,longitude,latitude
Gummen,Switzerland,250.94 km,Apr May Jun,1023,3,95,243,623,Apr:8 May:7 Jun:5 Jul:4 Mar:2 Aug:2 Feb:1 Sep:1 Oct:0 Jan:0 Dec:0 Nov:0,31,https://www.xcontest.org/world/en/flights-search/?filter[point]=8.36595%2046.90273&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,8.36595,46.90273
Vounetz,Switzerland,115.03 km,Jul,982,0,1,19,186,Aug:9 Jul:9 Jun:5 Sep:4 May:2 Mar:2 Dec:1 Oct:0 Feb:0 Apr:0 Jan:0 Nov:0,34,https://www.xcontest.org/world/en/flights-search/?filter[point]=7.20547%2046.62532&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,7.20547,46.62532
Monte Generoso,Switzerland,170.42 km,Apr May,959,0,12,59,303,Aug:9 Jul:6 Jun:5 Apr:4 May:4 Sep:3 Oct:2 Mar:1 Nov:0 Dec:0 Jan:0,34,https://www.xcontest.org/world/en/flights-search/?filter[point]=9.02125%2045.92867&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,9.02125,45.92867
Salève,Switzerland,228.21 km,May Apr Jul Jun Sep Aug Mar,946,1,35,132,429,Aug:6 Apr:5 Jul:5 Jun:5 May:5 Sep:3 Oct:1 Mar:1 Dec:1 Nov:0 Feb:0 Jan:0,34,https://www.xcontest.org/world/en/flights-search/?filter[point]=6.17215%2046.12942&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,6.17215,46.12942
Hohwacht,Switzerland,176.52 km,Jul,857,0,5,23,115,Jul:8 Jun:6 May:5 Aug:5 Apr:4 Sep:3 Mar:2 Oct:1 Feb:1 Nov:0 Dec:0 Jan:0,36,https://www.xcontest.org/world/en/flights-search/?filter[point]=7.67398%2047.37627&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,7.67398,47.37627
Schildgrat,Switzerland,96.95 km,Mar Apr,844,0,0,23,268,Mar:10 Feb:6 Apr:3 Dec:2 Jan:2 Nov:1 May:0 Jul:0 Aug:0 Jun:0 Oct:0 Sep:0,25,https://www.xcontest.org/world/en/flights-search/?filter[point]=7.87333%2046.55688&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,7.87333,46.55688
Rigi Staffel,Switzerland,87.12 km,Jul May Jun Apr,824,0,0,12,137,Jul:8 Jun:7 Aug:5 May:5 Sep:3 Apr:3 Mar:1 Feb:1 Oct:1 Jan:0 Dec:0 Nov:0,35,https://www.xcontest.org/world/en/flights-search/?filter[point]=8.46048%2047.04772&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,8.46048,47.04772
Monte Lema,Switzerland,150.32 km,Apr May Jul,788,0,7,57,254,Apr:6 Sep:4 Aug:4 May:4 Jul:4 Oct:3 Jun:3 Dec:0 Mar:0 Nov:0 Jan:0,30,https://www.xcontest.org/world/en/flights-search/?filter[point]=8.832%2046.04017&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,8.832,46.04017
Planplatten,Switzerland,191.02 km,Aug,781,0,10,100,336,Aug:6 Jul:5 Mar:2 Sep:2 Jun:1 Dec:1 Feb:1 Jan:1 Oct:1 Apr:0 May:0,21,https://www.xcontest.org/world/en/flights-search/?filter[point]=8.25463%2046.73633&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,8.25463,46.73633
Pizol,Switzerland,229.48 km,Jul Aug,757,6,55,125,351,Aug:7 Jul:7 Sep:5 Mar:2 Dec:1 Oct:1 Feb:1 Jun:0 Jan:0,24,https://www.xcontest.org/world/en/flights-search/?filter[point]=9.41098%2046.97933&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,9.41098,46.97933
Le Cernil,Switzerland,198.86 km,Jul May Jun Aug Apr Mar,749,0,5,43,275,Jun:6 Jul:5 Aug:4 Apr:3 May:3 Sep:2 Mar:1 Dec:0 Oct:0,24,https://www.xcontest.org/world/en/flights-search/?filter[point]=7.13853%2047.17317&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,7.13853,47.17317
Hoch Ybrig,Switzerland,130.08 km,Jul Aug,743,0,1,26,231,Aug:8 Jul:6 Sep:5 Mar:4 Apr:2 Feb:1 Oct:0 Jan:0 Dec:0 May:0 Jun:0,26,https://www.xcontest.org/world/en/flights-search/?filter[point]=8.79947%2047.00047&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,8.79947,47.00047
Le Suchet,Switzerland,183.8 km,Jul,739,0,104,241,545,Jul:6 May:5 Aug:5 Jun:4 Sep:3 Apr:3 Mar:0 Oct:0,25,https://www.xcontest.org/world/en/flights-search/?filter[point]=6.46745%2046.77017&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,6.46745,46.77017
Cret du Midi,Switzerland,79.37 km,May Apr Jun,734,0,0,14,41,May:10 Jun:6 Sep:6 Aug:3 Oct:3 Apr:3 Jul:2 Nov:1 Dec:0 Mar:0 Jan:0,34,https://www.xcontest.org/world/en/flights-search/?filter[point]=7.52865%2046.25952&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,7.52865,46.25952
Gotschna,Switzerland,225.5 km,Mar Apr,718,1,24,103,259,Mar:7 Jul:4 Aug:4 Apr:2 Feb:2 Sep:2 Oct:1 Dec:1 Jan:0 Jun:0 May:0,26,https://www.xcontest.org/world/en/flights-search/?filter[point]=9.84405%2046.858567&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,9.84405,46.858567
Sonchaux,Switzerland,89.26 km,May Apr Jul Jun,716,0,0,12,166,May:6 Jul:6 Jun:6 Apr:6 Sep:5 Aug:4 Oct:1 Mar:1 Nov:0 Dec:0 Feb:0,34,https://www.xcontest.org/world/en/flights-search/?filter[point]=6.95185%2046.41772&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,6.95185,46.41772
Chasseral,Switzerland,170.77 km,Jul Apr Aug,714,0,28,132,268,Aug:6 Jun:5 Apr:4 Jul:4 May:4 Sep:3 Mar:2 Oct:1 Nov:1 Dec:1 Feb:0 Jan:0,32,https://www.xcontest.org/world/en/flights-search/?filter[point]=7.04753%2047.12673&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,7.04753,47.12673
Sta.Maria I.C,Switzerland,238.26 km,Apr,713,4,36,60,90,Apr:5 Mar:4 May:4 Nov:3 Dec:3 Oct:2 Jul:2 Aug:2 Feb:1 Jan:1 Sep:1 Jun:1,29,https://www.xcontest.org/world/en/flights-search/?filter[point]=9.13657%2046.26688&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,9.13657,46.26688
Galgenen,Switzerland,140.83 km,May,700,0,11,78,328,Jun:5 Jul:3 May:3 Apr:2 Aug:1 Mar:1 Sep:1 Oct:0 Feb:0 Dec:0 Nov:0,18,https://www.xcontest.org/world/en/flights-search/?filter[point]=8.87512%2047.15533&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,8.87512,47.15533
Luegibrueggli,Switzerland,114.57 km,Apr Jun May Jul Mar Aug,697,0,5,27,142,Mar:6 Apr:6 Jun:5 May:5 Jul:4 Aug:4 Oct:3 Sep:3 Nov:2 Jan:1 Feb:1 Dec:1,42,https://www.xcontest.org/world/en/flights-search/?filter[point]=7.8103%2046.6909&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,7.8103,46.6909
Schynige Platte,Switzerland,54.31 km,Jul Jun,689,0,0,1,104,Jul:9 Aug:8 Jun:6 Sep:4 May:2 Oct:1 Mar:0 Apr:0 Jan:0,29,https://www.xcontest.org/world/en/flights-search/?filter[point]=7.90038%2046.66252&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,7.90038,46.66252
Gana,Switzerland,249.86 km,Apr May Mar,687,6,108,211,461,Oct:5 Mar:4 Apr:3 May:3 Nov:3 Aug:3 Sep:2 Jan:2 Dec:2 Feb:2 Jul:1 Jun:1,32,https://www.xcontest.org/world/en/flights-search/?filter[point]=8.9083%2046.19723&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,8.9083,46.19723
Montlinger S...,Switzerland,126.96 km,Jun May Jul,681,0,3,20,170,Jul:5 May:4 Jun:4 Apr:4 Aug:2 Sep:2 Mar:1 Nov:0 Dec:0 Feb:0 Oct:0,22,https://www.xcontest.org/world/en/flights-search/?filter[point]=9.51%2047.31088&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,9.51,47.31088
Schrina,Switzerland,133.69 km,May Apr Jun,673,0,8,55,274,Apr:6 Jun:4 May:4 Jul:3 Aug:3 Mar:2 Sep:2 Dec:1 Nov:0 Oct:0 Feb:0,25,https://www.xcontest.org/world/en/flights-search/?filter[point]=9.26795%2047.1422&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,9.26795,47.1422
Montoz,Switzerland,257.91 km,Apr Jul Jun May Aug,664,6,71,248,481,Jul:4 Jun:4 Apr:4 Aug:3 May:3 Sep:2 Mar:1 Oct:0 Jan:0 Dec:0 Nov:0,21,https://www.xcontest.org/world/en/flights-search/?filter[point]=7.2154%2047.20685&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,7.2154,47.20685
Carì,Switzerland,107.06 km,Feb Mar,657,0,8,157,376,Feb:4 Mar:3 Jan:2 Dec:1 Aug:1 Jul:0 Jun:0 May:0 Nov:0 Oct:0 Sep:0,14,https://www.xcontest.org/world/en/flights-search/?filter[point]=8.81997%2046.51168&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,8.81997,46.51168
Cima di Mede...,Switzerland,42.07 km,Jun Aug Sep Jul Apr May Mar Oct Dec Feb Jan,619,0,0,0,4,Jul:4 Jun:4 Aug:3 Sep:3 Dec:3 Apr:2 Nov:2 May:2 Mar:2 Feb:2 Oct:1 Jan:0,30,https://www.xcontest.org/world/en/flights-search/?filter[point]=8.94777%2046.12837&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,8.94777,46.12837
Prodchamm,Switzerland,152.31 km,Jul Jun May Aug Mar Sep,603,0,2,8,179,Jul:6 Jun:4 Aug:4 Mar:3 Oct:2 Sep:2 Feb:2 May:1 Apr:0 Dec:0 Jan:0 Nov:0,26,https://www.xcontest.org/world/en/flights-search/?filter[point]=9.267367%2047.0728&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,9.267367,47.0728
Muottas Muragl,Switzerland,134.7 km,Aug,598,0,2,17,35,Aug:4 Feb:4 Mar:4 Jan:3 Sep:3 Jul:3 Oct:2 Dec:1 Jun:1 Apr:0 May:0,27,https://www.xcontest.org/world/en/flights-search/?filter[point]=9.90265%2046.521533&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,9.90265,46.521533
Naraus,Switzerland,184.2 km,Jun,593,0,25,94,204,Jul:5 Sep:4 Aug:4 Jun:4 Oct:4 May:2 Feb:0 Mar:0 Dec:0 Nov:0 Apr:0 Jan:0,25,https://www.xcontest.org/world/en/flights-search/?filter[point]=9.26872%2046.8644&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,9.26872,46.8644
Urmiberg,Switzerland,132.22 km,May Apr Jun Jul Mar Aug,567,0,3,17,180,May:4 Jun:4 Apr:3 Jul:3 Aug:2 Sep:1 Mar:1 Oct:1 Dec:0 Feb:0 Jan:0 Nov:0,21,https://www.xcontest.org/world/en/flights-search/?filter[point]=8.59098%2047.01255&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,8.59098,47.01255
Gurli,Switzerland,114.51 km,Jun Aug May Jul,564,0,2,33,223,May:5 Jul:5 Jun:5 Aug:4 Apr:3 Sep:1 Mar:0 Oct:0,24,https://www.xcontest.org/world/en/flights-search/?filter[point]=7.28298%2046.7135&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,7.28298,46.7135
Bözingenberg,Switzerland,183.94 km,May Apr Aug Mar Jul Jun Sep,556,0,6,75,206,Aug:5 Apr:5 May:4 Jul:3 Mar:3 Jun:3 Sep:2 Oct:2 Feb:1 Nov:0 Jan:0 Dec:0,29,https://www.xcontest.org/world/en/flights-search/?filter[point]=7.27713%2047.1701&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,7.27713,47.1701
Gottertli,Switzerland,50.56 km,May Jun,539,0,3,13,164,May:4 Jun:4 Apr:3 Jul:3 Aug:2 Sep:1 Mar:1 Oct:1 Dec:0 Feb:0 Jan:0 Nov:0,20,https://www.xcontest.org/world/en/flights-search/?filter[point]=8.57923%2047.01303&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,8.57923,47.01303
Amden,Switzerland,219.53 km,Apr May Jun Jul Mar Aug,533,1,22,138,351,Apr:6 Jun:4 May:4 Jul:3 Mar:2 Aug:2 Sep:1 Dec:1 Oct:1 Jan:0 Feb:0 Nov:0,26,https://www.xcontest.org/world/en/flights-search/?filter[point]=9.11913%2047.1461&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,9.11913,47.1461
Flumserberg,Switzerland,91.44 km,Jul Mar Aug Apr Jun Sep Feb,531,0,2,9,135,Jul:5 Aug:4 Jun:3 Mar:3 Sep:2 Oct:1 Feb:1 May:0 Dec:0 Apr:0 Jan:0 Nov:0,22,https://www.xcontest.org/world/en/flights-search/?filter[point]=9.25508%2047.06945&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,9.25508,47.06945
Stockberg,Switzerland,85.36 km,Jul Jun,494,0,0,11,154,Jun:6 Jul:4 Aug:3 May:2 Sep:2 Apr:1 Mar:0 Dec:0 Oct:0 Nov:0 Feb:0 Jan:0,21,https://www.xcontest.org/world/en/flights-search/?filter[point]=9.23643%2047.22363&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,9.23643,47.22363
Schiltgrat M...,Switzerland,86.91 km,May Apr Jun Jul Mar Aug Sep,490,0,0,10,61,Sep:3 Aug:2 Jul:2 May:2 Oct:2 Mar:2 Jun:2 Nov:1 Apr:1 Dec:1 Feb:1 Jan:0,21,https://www.xcontest.org/world/en/flights-search/?filter[point]=7.887667%2046.556333&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,7.887667,46.556333
Bella Lui,Switzerland,222.44 km,Apr,471,3,12,89,157,Aug:7 Sep:6 Jul:5 Mar:4 Oct:2 Jun:2 Feb:2 Apr:1 Dec:1 Jan:0 May:0 Nov:0,30,https://www.xcontest.org/world/en/flights-search/?filter[point]=7.4863%2046.34418&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,7.4863,46.34418
Hohe Winde,Switzerland,96.91 km,Jul May Jun Aug Apr,452,0,0,7,36,Jul:5 Jun:5 Aug:4 Apr:4 May:3 Sep:3 Oct:1 Mar:1 Nov:0 Dec:0 Feb:0 Jan:0,28,https://www.xcontest.org/world/en/flights-search/?filter[point]=7.579757%2047.342993&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,7.579757,47.342993
La Breya,Switzerland,233.57 km,Jul Aug Jun,450,9,101,259,380,Aug:5 Jul:4 Jun:3 Mar:2 Sep:2 May:1 Apr:0 Feb:0,17,https://www.xcontest.org/world/en/flights-search/?filter[point]=7.101833%2046.020182&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,7.101833,46.020182
Moléson,Switzerland,155.96 km,Jul Aug,450,0,3,125,286,Jul:5 Jun:4 Aug:3 Sep:2 May:2 Mar:1 Oct:1 Apr:0 Nov:0 Feb:0,19,https://www.xcontest.org/world/en/flights-search/?filter[point]=7.01747%2046.5457&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,7.01747,46.5457
Ruogig,Switzerland,213.82 km,Apr Jun May,449,2,37,108,265,Jun:4 Mar:3 May:2 Apr:2 Jul:2 Sep:1 Aug:1 Oct:1 Feb:0 Dec:0 Nov:0 Jan:0,18,https://www.xcontest.org/world/en/flights-search/?filter[point]=8.68855%2046.902&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,8.68855,46.902
Disentis,Switzerland,96.09 km,Jul,435,0,22,160,314,Aug:8 Jul:3 Sep:1 Jun:0 Oct:0 Jan:0 Mar:0 Apr:0 Dec:0,13,https://www.xcontest.org/world/en/flights-search/?filter[point]=8.81277%2046.7053&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,8.81277,46.7053
Hoher Kasten,Switzerland,176.25 km,Jul Jun Apr May Aug,433,0,7,27,114,Jul:5 Jun:4 Aug:4 May:3 Apr:3 Sep:1 Oct:1 Dec:0 Nov:0 Mar:0 Feb:0 Jan:0,23,https://www.xcontest.org/world/en/flights-search/?filter[point]=9.48617%2047.28332&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,9.48617,47.28332
Mostelegg,Switzerland,111.24 km,May Apr Jun Jul,432,0,1,41,152,May:4 Jul:4 Aug:3 Apr:3 Jun:3 Mar:2 Sep:1 Feb:1 Oct:0 Dec:0 Jan:0,23,https://www.xcontest.org/world/en/flights-search/?filter[point]=8.65915%2047.055383&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,8.65915,47.055383
Eggbergen,Switzerland,138.77 km,Apr Mar May Jun Jul,428,0,3,30,138,Mar:4 Apr:3 Sep:2 Jun:2 Aug:2 Jul:1 May:1 Feb:1 Dec:1 Oct:1 Nov:1 Jan:0,22,https://www.xcontest.org/world/en/flights-search/?filter[point]=8.65198%2046.90317&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,8.65198,46.90317
Stockhorn,Switzerland,177.11 km,Jun Jul Aug May Sep,427,0,29,63,170,Jun:4 Jul:4 Aug:3 May:3 Sep:2 Oct:2 Nov:2 Dec:1 Apr:0 Mar:0 Jan:0 Feb:0,22,https://www.xcontest.org/world/en/flights-search/?filter[point]=7.536887%2046.692815&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,7.536887,46.692815
Walalp,Switzerland,88.87 km,May Jun Jul,409,0,10,27,112,Jun:4 Jul:3 May:2 Aug:2 Apr:1 Sep:1 Oct:1 Dec:0 Mar:0 Nov:0 Feb:0 Jan:0,16,https://www.xcontest.org/world/en/flights-search/?filter[point]=7.54298%2046.70135&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,7.54298,46.70135
Männlichen,Switzerland,115.18 km,Mar Jul Apr Aug Jun Feb Sep Oct Nov May Jan Dec,406,0,1,13,67,Mar:4 Dec:3 Feb:3 Aug:2 Jun:2 Sep:1 Jul:1 Oct:1 Jan:1 Apr:1 Nov:0 May:0,21,https://www.xcontest.org/world/en/flights-search/?filter[point]=7.9323%2046.61778&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,7.9323,46.61778
Haldi,Switzerland,96.55 km,Mar Apr May Jan Oct Jul Feb Sep Aug Jun Nov,389,0,0,4,37,Mar:5 Apr:2 Oct:2 Feb:2 May:2 Sep:1 Nov:1 Jan:1 Dec:1 Jun:1 Aug:1 Jul:0,20,https://www.xcontest.org/world/en/flights-search/?filter[point]=8.67315%2046.86232&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,8.67315,46.86232
Grenchenberg,Switzerland,183.17 km,May Jun Apr Aug Jul Mar,378,3,37,136,271,Aug:4 Jul:3 May:3 Jun:3 Apr:2 Mar:1 Sep:1 Nov:0 Oct:0 Feb:0,18,https://www.xcontest.org/world/en/flights-search/?filter[point]=7.390783%2047.222833&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,7.390783,47.222833
Tritt,Switzerland,148.75 km,Jun May Jul,351,0,4,11,76,Jun:6 May:5 Aug:3 Jul:3 Apr:2 Sep:0 Nov:0 Dec:0 Oct:0 Mar:0,20,https://www.xcontest.org/world/en/flights-search/?filter[point]=8.74143%2047.10197&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,8.74143,47.10197
Caviano,Switzerland,97.28 km,Mar Feb May Apr Jul Jan Jun Oct Sep Aug Nov Dec,346,0,0,9,70,Apr:3 Mar:3 Feb:3 May:3 Jan:2 Aug:2 Jul:2 Oct:1 Sep:1 Nov:1 Jun:1 Dec:0,27,https://www.xcontest.org/world/en/flights-search/?filter[point]=9.008367%2045.878283&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,9.008367,45.878283
Raimeux,Switzerland,259.45 km,Apr Jul Jun May Aug,344,1,29,122,246,Jun:3 Jul:3 May:2 Aug:2 Mar:2 Apr:2 Oct:1 Feb:0 Dec:0 Nov:0 Sep:0,17,https://www.xcontest.org/world/en/flights-search/?filter[point]=7.424%2047.30748&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,7.424,47.30748
Walenmatt,Switzerland,128.74 km,Apr Aug May Jul Mar Sep,344,0,3,43,161,Sep:2 Aug:2 Jun:1 Apr:1 May:1 Oct:1 Jul:1 Mar:0 Dec:0 Nov:0 Jan:0,11,https://www.xcontest.org/world/en/flights-search/?filter[point]=7.48637%2047.28515&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,7.48637,47.28515
Leysin,Switzerland,148.75 km,Jul Aug Sep Apr Jun Mar,341,0,16,62,148,Aug:4 Jul:3 Sep:3 Jun:1 Apr:1 Mar:1 Feb:0 Dec:0 Oct:0 Jan:0,15,https://www.xcontest.org/world/en/flights-search/?filter[point]=7.00058%2046.36017&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,7.00058,46.36017
Linderenalp,Switzerland,93.12 km,Jul Apr May Jun,316,0,0,3,134,Jul:6 Jun:3 Apr:3 Aug:3 May:3 Sep:0 Mar:0 Dec:0 Oct:0 Jan:0,18,https://www.xcontest.org/world/en/flights-search/?filter[point]=8.29662%2046.87003&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,8.29662,46.87003
Trans,Switzerland,115.04 km,Apr Mar,310,0,3,21,100,Mar:4 Apr:3 May:2 Nov:1 Dec:1 Oct:0 Feb:0 Jun:0 Jul:0 Aug:0 Sep:0,15,https://www.xcontest.org/world/en/flights-search/?filter[point]=9.46627%2046.76538&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,9.46627,46.76538
Brienz,Switzerland,128.86 km,Aug,308,0,6,22,164,Aug:3 Sep:2 Feb:2 Oct:2 Jul:2 Jun:1 Dec:1 Mar:1 Jan:0 Nov:0 Apr:0,16,https://www.xcontest.org/world/en/flights-search/?filter[point]=8.05078%2046.78792&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,8.05078,46.78792
Grabserberg,Switzerland,66.27 km,May,304,0,0,3,72,May:2 Jun:2 Apr:1 Jul:1 Oct:0 Mar:0 Sep:0 Aug:0 Feb:0,9,https://www.xcontest.org/world/en/flights-search/?filter[point]=9.42255%2047.16617&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,9.42255,47.16617
Titlis,Switzerland,93.7 km,Aug Mar Jul Oct Dec Jun Nov Sep Apr May Feb Jan,303,0,0,4,110,Dec:2 Mar:2 Oct:1 Sep:1 Feb:1 Jan:1 Aug:1 Jul:1 Jun:1 May:1 Apr:1 Nov:0,15,https://www.xcontest.org/world/en/flights-search/?filter[point]=8.42597%2046.7712&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,8.42597,46.7712
Bettlachberg,Switzerland,293.05 km,Jul Aug Jun May Apr Mar,303,6,39,119,221,Aug:3 Jul:3 May:2 Apr:2 Jun:2 Mar:1 Sep:0 Nov:0 Oct:0 Feb:0,15,https://www.xcontest.org/world/en/flights-search/?filter[point]=7.40197%2047.22753&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,7.40197,47.22753
Bündner Rigi,Switzerland,87.79 km,May Jun,302,0,0,5,23,May:4 Jun:2 Jul:2 Aug:1 Apr:1 Oct:0 Sep:0,11,https://www.xcontest.org/world/en/flights-search/?filter[point]=9.173717%2046.7455&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,9.173717,46.7455
Laubbärgli,Switzerland,127.03 km,Jul Jun Aug May Apr Sep,296,0,1,33,144,Jul:4 Aug:2 Oct:2 Jun:2 Sep:1 May:1 Nov:1 Apr:0 Jan:0 Dec:0,13,https://www.xcontest.org/world/en/flights-search/?filter[point]=7.47875%2046.47127&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,7.47875,46.47127
Müllergschw...,Switzerland,76.9 km,May Jun Jul,293,0,0,10,70,Aug:3 Jun:3 Jul:2 May:2 Apr:1 Sep:1 Mar:0 Feb:0 Jan:0 Oct:0 Dec:0,14,https://www.xcontest.org/world/en/flights-search/?filter[point]=8.94857%2047.15648&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,8.94857,47.15648
Dreibündens...,Switzerland,31.42 km,Jul,292,0,0,0,4,Feb:4 Jul:3 Sep:3 Mar:2 Oct:1 Aug:1 Jan:1 Dec:1 Jun:1 Nov:0 May:0,19,https://www.xcontest.org/world/en/flights-search/?filter[point]=9.49565%2046.80492&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,9.49565,46.80492
Oberrieden,Switzerland,65 km,Mar May Sep Aug Oct Jul Jun Dec Apr Nov Feb,292,0,0,1,20,Mar:1 May:1 Sep:1 Jun:1 Feb:0 Aug:0 Apr:0 Nov:0 Oct:0 Jul:0 Dec:0 Jan:0,8,https://www.xcontest.org/world/en/flights-search/?filter[point]=8.57535%2047.26737&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,8.57535,47.26737
Rigi Kulm,Switzerland,119.1 km,May Apr Jun Aug Mar Jul Sep,292,0,1,5,54,May:2 Aug:2 Mar:2 Jun:2 Apr:2 Jul:1 Sep:1 Feb:1 Dec:1 Oct:0 Jan:0 Nov:0,17,https://www.xcontest.org/world/en/flights-search/?filter[point]=8.49278%2047.05715&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,8.49278,47.05715
Winteregg,Switzerland,94.01 km,Apr Mar Jul May Jun,289,0,1,14,62,Apr:5 Jun:3 Jul:3 May:3 Aug:1 Sep:1 Mar:1 Feb:0 Oct:0 Nov:0,19,https://www.xcontest.org/world/en/flights-search/?filter[point]=7.67732%2046.76762&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,7.67732,46.76762
Fronalpstock,Switzerland,83.72 km,May Jun Apr Jul Mar,287,0,0,5,26,Jul:3 Sep:2 Jun:2 Aug:1 Apr:1 May:1 Mar:1 Oct:0 Nov:0 Dec:0,15,https://www.xcontest.org/world/en/flights-search/?filter[point]=9.091%2047.0722&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,9.091,47.0722
Mont-Soleil,Switzerland,185.64 km,Jul Aug Sep Apr May,281,0,51,113,205,Aug:2 Jul:2 Sep:2 Apr:2 May:1 Mar:1 Jun:1 Nov:0 Oct:0 Feb:0 Dec:0,15,https://www.xcontest.org/world/en/flights-search/?filter[point]=6.9939%2047.15855&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,6.9939,47.15855
Schilthorn,Switzerland,171.72 km,Apr Jul Jun Aug May Sep Oct Mar,275,0,8,30,146,Oct:3 Apr:2 Aug:2 Jul:2 Jun:2 Sep:1 May:1 Mar:1 Dec:0 Jan:0 Feb:0 Nov:0,15,https://www.xcontest.org/world/en/flights-search/?filter[point]=7.84847%2046.56098&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,7.84847,46.56098
