site,country,largest_distance,best months for XC,num of all flights,num of 200k flights,num of 100k flights,num of 50k flights,num of 20k flights,XContest days per month,Xconotest days per year,link to XContest,longitude,latitude
Kanzel - Sulden,Italy,116.92 km,Jul Sep Aug Jan Mar Jun Feb Dec,105,0,1,5,32,Sep:1 Jul:1 Aug:0 Jan:0 Feb:0 Mar:0 Dec:0 Jun:0,6,https://www.xcontest.org/world/en/flights-search/?filter[point]=10.60865%2046.524933&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,10.60865,46.524933
Pichlberg Re...,Italy,11.38 km,Dec Jan Feb Aug,101,0,0,0,1,Sep:0,1,https://www.xcontest.org/world/en/flights-search/?filter[point]=11.4411%2046.6945&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,11.4411,46.6945
Alpe di Metz,Italy,159.85 km,Mar Apr,99,0,16,48,73,Apr:1 May:0 Mar:0 Nov:0 Feb:0 Jun:0 Sep:0 Jul:0 Aug:0 Jan:0 Oct:0 Dec:0,5,https://www.xcontest.org/world/en/flights-search/?filter[point]=7.25572%2045.74855&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,7.25572,45.74855
Livigno,Italy,133.77 km,Aug Jul Apr Dec Sep Feb Mar Jan Jun,96,0,6,12,21,Aug:1 Jul:1 Dec:1 Apr:0 Jan:0 Sep:0 Feb:0 Mar:0 Jun:0,6,https://www.xcontest.org/world/en/flights-search/?filter[point]=10.0868%2046.517733&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,10.0868,46.517733
Campei,Italy,90.17 km,Mar Feb Apr Sep Jan Nov Oct Jul Jun Dec Aug,96,0,0,2,4,Mar:2 Feb:1 Apr:1 Jan:0 Sep:0 Oct:0 Nov:0 Jul:0 Dec:0 Aug:0 Jun:0,9,https://www.xcontest.org/world/en/flights-search/?filter[point]=10.1118%2046.203667&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,10.1118,46.203667
Helbronner,Italy,122.01 km,Oct Mar Apr Jan Sep Feb Aug Jun Dec,92,0,2,12,45,Apr:1 Mar:1 Oct:0 Aug:0 Jun:0 Jan:0 Feb:0 Dec:0 Sep:0 May:0 Nov:0,8,https://www.xcontest.org/world/en/flights-search/?filter[point]=6.933267%2045.8462&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,6.933267,45.8462
Monte Cesen,Italy,108.72 km,Jul,91,0,1,41,57,Jun:0 Aug:0 Apr:0 Jul:0 Mar:0 May:0 Sep:0 Nov:0 Feb:0,3,https://www.xcontest.org/world/en/flights-search/?filter[point]=12.020433%2045.931617&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,12.020433,45.931617
Porzus,Italy,106.67 km,Mar May Apr Feb Jul Oct Jun Jan Aug Sep Nov Dec,87,0,1,9,39,May:1 Mar:1 Apr:1 Jul:0 Jun:0 Oct:0 Feb:0 Sep:0 Jan:0 Aug:0 Nov:0 Dec:0,6,https://www.xcontest.org/world/en/flights-search/?filter[point]=13.33275%2046.18407&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,13.33275,46.18407
Jaufenpass,Italy,130.51 km,Jan Oct Mar Feb Apr Dec Aug Sep Jul May Nov Jun,86,0,4,5,22,Jan:1 Oct:0 Mar:0 Aug:0 Feb:0 Dec:0 Apr:0 Nov:0 Jun:0 Jul:0 Sep:0 May:0,7,https://www.xcontest.org/world/en/flights-search/?filter[point]=11.2941%2046.8385&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,11.2941,46.8385
Col Pelos,Italy,32.26 km,Sep,86,0,0,0,5,Sep:3 Aug:0 Oct:0 Jun:0 Feb:0,4,https://www.xcontest.org/world/en/flights-search/?filter[point]=11.75225%2046.461983&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,11.75225,46.461983
Chianocco,Italy,48.17 km,Dec Nov,81,0,0,0,19,Dec:1 Nov:1 Oct:0 Mar:0 Feb:0 Aug:0 Sep:0 Jan:0,3,https://www.xcontest.org/world/en/flights-search/?filter[point]=7.164267%2045.18785&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,7.164267,45.18785
Stilfser Joch,Italy,213.64 km,Aug,81,4,18,29,68,Aug:1 Sep:0 Jul:0 Jun:0 Oct:0 May:0,3,https://www.xcontest.org/world/en/flights-search/?filter[point]=10.45955%2046.53615&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,10.45955,46.53615
Varmost,Italy,115.01 km,Jan,81,0,2,4,4,Jan:1 Aug:0 Jul:0 Feb:0 Sep:0 Dec:0,2,https://www.xcontest.org/world/en/flights-search/?filter[point]=12.56663%2046.44983&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,12.56663,46.44983
Campo dei Fiori,Italy,52.75 km,Feb Jun May Mar Jul Sep Dec Apr Aug Oct Nov Jan,80,0,0,1,7,Jun:1 May:0 Mar:0 Feb:0 Sep:0 Dec:0 Aug:0 Jul:0 Apr:0 Oct:0 Nov:0,6,https://www.xcontest.org/world/en/flights-search/?filter[point]=8.76355%2045.867083&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,8.76355,45.867083
Montereale,Italy,68.01 km,Jun Oct Sep Aug Nov May Mar Feb,78,0,0,6,27,Jun:0 Oct:0 Aug:0 Mar:0 Nov:0 Apr:0 Sep:0 May:0 Feb:0 Jul:0,11,https://www.xcontest.org/world/en/flights-search/?filter[point]=12.61468%2046.14678&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,12.61468,46.14678
Alpe Mera,Italy,123.25 km,Oct,77,0,2,6,33,Oct:1 Nov:0 Jun:0 Sep:0 May:0 Aug:0 Jul:0 Apr:0 Dec:0,4,https://www.xcontest.org/world/en/flights-search/?filter[point]=8.086567%2045.738133&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,8.086567,45.738133
Schwemmalm,Italy,118.8 km,Mar,77,0,6,18,31,Mar:1 Jan:1 Apr:0 Oct:0 Aug:0 Feb:0 Dec:0 Nov:0,5,https://www.xcontest.org/world/en/flights-search/?filter[point]=10.905267%2046.541483&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,10.905267,46.541483
Lawinenspitz,Italy,121.82 km,Apr Mar Feb May Jan Dec Jul Jun Oct,76,0,1,11,39,Apr:0 Mar:0 Dec:0 Jan:0 May:0 Jul:0 Feb:0 Jun:0 Sep:0 Oct:0,4,https://www.xcontest.org/world/en/flights-search/?filter[point]=11.21045%2046.38865&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,11.21045,46.38865
Doues,Italy,160.58 km,Jun Aug Sep Jul,74,0,17,44,59,Jul:0 Aug:0 Sep:0 Jun:0 Oct:0,4,https://www.xcontest.org/world/en/flights-search/?filter[point]=7.26575%2045.851383&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,7.26575,45.851383
La Salle,Italy,110.92 km,Aug Apr Jul Oct Nov Jun Mar Sep,74,0,2,13,43,Aug:0 Apr:0 Mar:0 Jul:0 Oct:0 Nov:0 Jun:0 Dec:0 Sep:0,5,https://www.xcontest.org/world/en/flights-search/?filter[point]=7.08367%2045.76638&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,7.08367,45.76638
Mendatica,Italy,43.34 km,Dec Jan Nov Oct Sep,74,0,0,0,20,Dec:1 Jan:1 Nov:0 Oct:0 Sep:0 Feb:0 May:0 Aug:0 Jun:0,6,https://www.xcontest.org/world/en/flights-search/?filter[point]=7.7928%2044.08985&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,7.7928,44.08985
mendatica,Italy,11.71 km,Dec Nov,74,0,0,0,20,Dec:1 Jan:1 Nov:0 Oct:0 Sep:0 Feb:0 May:0 Aug:0 Jun:0,6,https://www.xcontest.org/world/en/flights-search/?filter[point]=7.79702%2044.0917&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,7.79702,44.0917
Penegal,Italy,204.41 km,Apr Mar May Jun Feb Jul Nov Dec Oct Aug Jan,72,2,23,40,61,Apr:1 Mar:1 May:0 Jun:0 Feb:0 Dec:0 Nov:0 Jul:0 Jan:0 Aug:0,6,https://www.xcontest.org/world/en/flights-search/?filter[point]=11.207283%2046.427067&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,11.207283,46.427067
Dof,Italy,136.02 km,Apr Mar May Jun Aug Jul Feb Oct Jan Sep,68,0,11,28,50,Mar:1 May:0 Apr:0 Jun:0 Aug:0 Jul:0 Jan:0 Feb:0 Oct:0 Sep:0,12,https://www.xcontest.org/world/en/flights-search/?filter[point]=12.0588%2046.1505&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,12.0588,46.1505
Montemezzo,Italy,187.68 km,Oct May Apr Jul Aug Jun Mar Sep Nov Dec Jan Feb,67,0,5,19,31,Aug:0 Apr:0 Jul:0 Jun:0 Oct:0 Sep:0 May:0 Nov:0 Dec:0 Mar:0 Jan:0,4,https://www.xcontest.org/world/en/flights-search/?filter[point]=9.358307%2046.203492&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,9.358307,46.203492
Porlezza,Italy,25.4 km,Jun,67,0,0,0,2,Jun:0 Aug:0 Dec:0 Sep:0 Jul:0 May:0 Mar:0 Jan:0 Apr:0 Feb:0 Nov:0,6,https://www.xcontest.org/world/en/flights-search/?filter[point]=9.1299%2046.053967&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,9.1299,46.053967
Cavria,Italy,206.34 km,May Apr Jun,66,1,27,45,61,Apr:1 May:1 Jun:0 Oct:0 Aug:0,6,https://www.xcontest.org/world/en/flights-search/?filter[point]=10.75977%2046.18537&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,10.75977,46.18537
Mühlbach,Italy,183.17 km,Mar Aug Apr May Nov Jul Feb Dec Jun Oct,66,0,2,8,25,Mar:1 Aug:1 Apr:1 Nov:0 May:0 Dec:0 Jul:0 Feb:0 Jun:0 Oct:0,7,https://www.xcontest.org/world/en/flights-search/?filter[point]=11.97418%2046.84885&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,11.97418,46.84885
Montemale,Italy,59.46 km,Apr May Jun Jul Mar Aug Sep Oct Feb Jan Nov,65,0,0,1,16,Apr:1 May:1 Jun:0 Jul:0 Mar:0 Sep:0 Aug:0 Jan:0 Nov:0 Oct:0 Feb:0,5,https://www.xcontest.org/world/en/flights-search/?filter[point]=7.362783%2044.43155&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,7.362783,44.43155
Monte Male -...,Italy,44.52 km,Aug Sep Jul Feb,65,0,0,1,16,Apr:1 May:1 Jun:0 Jul:0 Mar:0 Sep:0 Aug:0 Jan:0 Nov:0 Oct:0 Feb:0,5,https://www.xcontest.org/world/en/flights-search/?filter[point]=7.36438%2044.4318&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,7.36438,44.4318
Baita,Italy,92.86 km,Mar Apr Oct Sep Aug Jun Feb May Jul,64,0,0,4,21,Mar:1 Apr:1 Aug:0 Jun:0 Feb:0 May:0 Oct:0 Sep:0 Jul:0 Jan:0,5,https://www.xcontest.org/world/en/flights-search/?filter[point]=10.75393%2045.92318&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,10.75393,45.92318
Monte Farno,Italy,53.18 km,Jan Jun Jul Dec Aug Sep May Oct Nov,62,0,0,1,9,Aug:0 Jan:0 Dec:0 Jul:0 Nov:0 May:0 Oct:0 Jun:0 Sep:0 Feb:0,5,https://www.xcontest.org/world/en/flights-search/?filter[point]=9.92383%2045.84738&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,9.92383,45.84738
Il Podio,Italy,55.36 km,Feb Mar,62,0,0,2,17,Feb:2 Mar:1 Aug:0 Apr:0 Sep:0 Jun:0 Nov:0 Oct:0 Jan:0 May:0,5,https://www.xcontest.org/world/en/flights-search/?filter[point]=7.23653%2044.9472&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,7.23653,44.9472
Passo di Cam...,Italy,135.29 km,Aug Jul Jun May,60,0,4,17,43,Jun:1 Aug:0 Jul:0 Apr:0 May:0 Mar:0 Oct:0 Sep:0,6,https://www.xcontest.org/world/en/flights-search/?filter[point]=11.179508%2045.729343&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,11.179508,45.729343
Zucco Orscel...,Italy,33.5 km,Dec Oct Jun Jul Aug Sep Nov Jan May Apr Feb,60,0,0,0,9,Dec:0 Oct:0 Nov:0 Jan:0 Jul:0 Jun:0 May:0 Aug:0 Apr:0 Feb:0 Sep:0,4,https://www.xcontest.org/world/en/flights-search/?filter[point]=9.4915%2045.95452&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,9.4915,45.95452
Essicher,Italy,15.86 km,Apr Mar Jun Aug Jul,59,0,0,0,0,Jul:0 May:0 Mar:0 Jun:0,2,https://www.xcontest.org/world/en/flights-search/?filter[point]=11.3514%2046.6466&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,11.3514,46.6466
Musi,Italy,96.89 km,Jan,59,0,0,3,7,Jan:0 Aug:0 Mar:0 Feb:0 Oct:0,2,https://www.xcontest.org/world/en/flights-search/?filter[point]=13.2647%2046.32185&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,13.2647,46.32185
Pralamar,Italy,44.14 km,Oct Jan Dec Mar Jun Nov Aug Sep Apr Jul,59,0,0,0,6,Dec:0 Oct:0 Jan:0 Jun:0 Mar:0 Nov:0 Aug:0 Jul:0 Sep:0 Apr:0,4,https://www.xcontest.org/world/en/flights-search/?filter[point]=7.23425%2044.97678&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,7.23425,44.97678
Wanker,Italy,6.74 km,Aug Mar Feb,59,0,0,0,0,Jul:0 May:0 Mar:0 Jun:0,2,https://www.xcontest.org/world/en/flights-search/?filter[point]=11.3392%2046.6498&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,11.3392,46.6498
Bolettone,Italy,93.92 km,Aug,57,0,0,8,25,Aug:1 Mar:0 Dec:0 Jun:0 Apr:0 May:0 Jul:0 Nov:0 Oct:0,4,https://www.xcontest.org/world/en/flights-search/?filter[point]=9.17763%2045.83707&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,9.17763,45.83707
Condotte,Italy,63.93 km,Aug May Oct Sep Jun,54,0,0,4,19,Aug:1 Oct:0 Jun:0 Sep:0 May:0 Apr:0 Jul:0 Mar:0 Dec:0 Nov:0,4,https://www.xcontest.org/world/en/flights-search/?filter[point]=6.97982%2045.15915&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,6.97982,45.15915
Monte della ...,Italy,21.37 km,Oct Mar Jan Apr Dec,54,0,0,0,1,Mar:1 Oct:0 Jan:0 Apr:0 Dec:0 Aug:0 Jul:0 May:0 Feb:0,5,https://www.xcontest.org/world/en/flights-search/?filter[point]=10.14877%2046.50898&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,10.14877,46.50898
Rifugio dal ...,Italy,144.63 km,Jul May Aug Mar Apr Jun Oct Feb Sep Nov,54,0,5,15,24,Jul:1 Aug:0 May:0 Jun:0 Apr:0 Jan:0 Mar:0 Feb:0 Oct:0 Nov:0,4,https://www.xcontest.org/world/en/flights-search/?filter[point]=11.8423%2046.0891&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,11.8423,46.0891
Durra,Italy,262.43 km,Aug May Jun Sep Jul Apr,53,12,21,23,34,May:0 Aug:0 Jun:0 Sep:0 Jul:0 Apr:0 Oct:0 Nov:0 Mar:0,6,https://www.xcontest.org/world/en/flights-search/?filter[point]=12.22427%2046.85708&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,12.22427,46.85708
Col Agnel,Italy,329.56 km,Aug,52,11,24,29,36,Aug:1 Jul:0 Jun:0 Sep:0,4,https://www.xcontest.org/world/en/flights-search/?filter[point]=6.97975%2044.68103&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,6.97975,44.68103
Gole,Italy,92.08 km,Sep Apr Jun Jan May Mar Aug Feb Jul,52,0,0,4,24,Apr:0 Sep:0 Jun:0 Mar:0 Feb:0 May:0 Jul:0 Jan:0 Aug:0,3,https://www.xcontest.org/world/en/flights-search/?filter[point]=10.13372%2045.68977&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,10.13372,45.68977
Vobrennte,Italy,234.81 km,Oct,52,1,2,13,26,Oct:1 Nov:1 May:0 Jun:0 Sep:0,5,https://www.xcontest.org/world/en/flights-search/?filter[point]=11.994733%2046.864883&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,11.994733,46.864883
Pradalago,Italy,120.13 km,Mar Apr Oct Jul Aug May Jun Dec Sep Jan Nov,51,0,2,10,29,Mar:1 Oct:0 Apr:0 Aug:0 Jul:0 Jun:0 Dec:0 Sep:0 Jan:0 Nov:0,5,https://www.xcontest.org/world/en/flights-search/?filter[point]=10.81205%2046.2475&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,10.81205,46.2475
Karcos,Italy,24.27 km,Jun May Apr Mar Nov Feb Aug Jul Dec Sep Jan,50,0,0,0,1,Jun:0 Mar:0 May:0 Apr:0 Nov:0 Feb:0 Aug:0 Sep:0 Jul:0 Dec:0,11,https://www.xcontest.org/world/en/flights-search/?filter[point]=13.48665%2046.104633&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,13.48665,46.104633
Vetan,Italy,89.18 km,Mar Apr Nov May Jan Feb,49,0,0,8,24,Mar:0 Apr:0 Nov:0 Dec:0 Oct:0 Sep:0 Feb:0 Jan:0,2,https://www.xcontest.org/world/en/flights-search/?filter[point]=7.1831%2045.73153&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,7.1831,45.73153
Freidur,Italy,53.32 km,Sep Aug Jul Jan Dec May Jun Feb Nov Apr,49,0,0,1,12,Aug:0 Dec:0 Jan:0 Jul:0 Jun:0 Feb:0 Nov:0 Apr:0 May:0 Sep:0,3,https://www.xcontest.org/world/en/flights-search/?filter[point]=7.30315%2044.973&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,7.30315,44.973
Pian Bres,Italy,112.73 km,May,49,0,1,10,28,May:0 Aug:0 Apr:0 Jun:0 Jul:0 Mar:0 Sep:0 Dec:0,3,https://www.xcontest.org/world/en/flights-search/?filter[point]=7.903112%2045.552563&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,7.903112,45.552563
Costalta,Italy,75.58 km,Jun Jul Aug Sep May Jan Feb Nov Dec,48,0,0,4,16,Jun:0 Nov:0 Jan:0 Sep:0 Jul:0 Dec:0 Aug:0 Feb:0,3,https://www.xcontest.org/world/en/flights-search/?filter[point]=11.28875%2046.12932&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,11.28875,46.12932
Graun/Kurtasch,Italy,148.72 km,Apr Jun Mar Feb May Jul Aug Jan Dec Nov,47,0,7,18,36,Mar:0 Apr:0 Feb:0 Jun:0 Dec:0 May:0 Jan:0 Aug:0 Nov:0,3,https://www.xcontest.org/world/en/flights-search/?filter[point]=11.2101%2046.32158&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,11.2101,46.32158
Barghe,Italy,19.93 km,Jan Oct Feb Sep Aug Apr Jun May Dec Jul,46,0,0,0,0,Aug:0 Apr:0 Jun:0 Feb:0 Oct:0 Jan:0 May:0 Dec:0 Sep:0,3,https://www.xcontest.org/world/en/flights-search/?filter[point]=10.42678%2045.6945&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,10.42678,45.6945
Ciampinoi,Italy,54.3 km,Aug Jul Sep,46,0,0,1,10,Aug:0 Jul:0 Sep:0 Jun:0 Feb:0 Mar:0,3,https://www.xcontest.org/world/en/flights-search/?filter[point]=11.75307%2046.53925&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,11.75307,46.53925
Mont Blanc,Italy,91.14 km,Jun,45,0,0,7,30,Aug:0 Sep:0 Jun:0 Oct:0,2,https://www.xcontest.org/world/en/flights-search/?filter[point]=6.86548%2045.83267&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,6.86548,45.83267
Alto,Italy,104.64 km,Jul Feb Oct Mar Aug May,43,0,1,1,10,Aug:0 Nov:0 May:0 Jul:0 Mar:0 Feb:0 Oct:0 Jun:0 Apr:0 Dec:0 Sep:0 Jan:0,4,https://www.xcontest.org/world/en/flights-search/?filter[point]=7.9958%2044.122417&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,7.9958,44.122417
Alto,Italy,15.24 km,Nov,43,0,1,1,10,Aug:0 Nov:0 May:0 Jul:0 Mar:0 Feb:0 Oct:0 Jun:0 Apr:0 Dec:0 Sep:0 Jan:0,4,https://www.xcontest.org/world/en/flights-search/?filter[point]=7.99578%2044.1226&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,7.99578,44.1226
Ospedaletti ...,Italy,7.6 km,Sep,43,0,0,0,1,Jun:0 May:0 Aug:0 Apr:0 Jan:0 Oct:0 Mar:0 Jul:0 Sep:0 Feb:0,5,https://www.xcontest.org/world/en/flights-search/?filter[point]=7.68738%2043.7983&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,7.68738,43.7983
Stuller Mahder,Italy,58.85 km,Apr,42,0,0,3,21,Apr:1 Mar:0 Feb:0 Nov:0 Jan:0 Dec:0 Jun:0,4,https://www.xcontest.org/world/en/flights-search/?filter[point]=11.20953%2046.83213&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,11.20953,46.83213
Passo Pura,Italy,125.66 km,Sep Aug Oct Apr Jul Nov Jan,42,0,1,4,14,Aug:0 Apr:0 Sep:0 Nov:0 Jul:0 Oct:0 Jan:0,3,https://www.xcontest.org/world/en/flights-search/?filter[point]=12.7486%2046.41905&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,12.7486,46.41905
Monte Stivo,Italy,61.01 km,Sep Jun Oct Jul Mar Dec Feb Apr May,42,0,0,1,16,Oct:0 Dec:0 Aug:0 Mar:0,2,https://www.xcontest.org/world/en/flights-search/?filter[point]=10.963422%2045.920255&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,10.963422,45.920255
Alto - Albenga,Italy,20.05 km,Aug May Jul,42,0,1,1,10,Aug:0 Nov:0 May:0 Jul:0 Mar:0 Feb:0 Oct:0 Jun:0 Apr:0 Sep:0 Jan:0,4,https://www.xcontest.org/world/en/flights-search/?filter[point]=7.9959%2044.12257&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,7.9959,44.12257
Alto (CN),Italy,28.15 km,Feb Jan,42,0,1,1,10,Aug:0 Nov:0 May:0 Jul:0 Mar:0 Feb:0 Oct:0 Jun:0 Apr:0 Sep:0 Jan:0,4,https://www.xcontest.org/world/en/flights-search/?filter[point]=7.99602%2044.1225&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,7.99602,44.1225
alto,Italy,21.42 km,Apr Sep Mar,42,0,1,1,10,Aug:0 Nov:0 May:0 Jul:0 Mar:0 Feb:0 Oct:0 Jun:0 Apr:0 Sep:0 Jan:0,4,https://www.xcontest.org/world/en/flights-search/?filter[point]=7.99597%2044.12248&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,7.99597,44.12248
Alto(Albenga),Italy,20.05 km,May,42,0,1,1,10,Aug:0 Nov:0 May:0 Jul:0 Mar:0 Feb:0 Oct:0 Jun:0 Apr:0 Sep:0 Jan:0,4,https://www.xcontest.org/world/en/flights-search/?filter[point]=7.99682%2044.12215&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,7.99682,44.12215
Agordo,Italy,65.41 km,Mar Apr Aug,41,0,0,1,7,Mar:1 Aug:1 Apr:1 Jul:0 Jun:0 May:0 Sep:0 Oct:0 Feb:0,4,https://www.xcontest.org/world/en/flights-search/?filter[point]=12.038283%2046.288817&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,12.038283,46.288817
Rollo,Italy,16.71 km,Jan Dec,41,0,0,0,0,Dec:1 Jan:0 Apr:0 Mar:0 Nov:0,4,https://www.xcontest.org/world/en/flights-search/?filter[point]=8.12483%2043.94588&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,8.12483,43.94588
Rifugio Scarpa,Italy,122.41 km,Jan Aug Jun Apr Jul Nov Sep May Feb Oct Dec,40,0,1,6,24,Aug:0 Jun:0 Jan:0 Nov:0 Jul:0 Apr:0 May:0 Feb:0 Oct:0 Sep:0 Dec:0,5,https://www.xcontest.org/world/en/flights-search/?filter[point]=11.959233%2046.259683&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,11.959233,46.259683
Roncegno,Italy,124.56 km,Mar Apr Jul Jun May Aug,39,0,5,9,18,Apr:0 Jun:0 May:0 Aug:0 Mar:0 Oct:0 Jul:0,2,https://www.xcontest.org/world/en/flights-search/?filter[point]=11.395933%2046.080033&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,11.395933,46.080033
Schwarzseesp...,Italy,155.64 km,Apr Jul May Jun Mar Aug Oct Sep,39,0,3,16,36,Apr:1 Jul:0 Jun:0 May:0 Mar:0 Sep:0 Aug:0,3,https://www.xcontest.org/world/en/flights-search/?filter[point]=11.45185%2046.5952&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,11.45185,46.5952
Haideralm,Italy,141.09 km,Jul Mar Apr,39,0,2,13,33,Jul:0 Mar:0 Apr:0 Sep:0,1,https://www.xcontest.org/world/en/flights-search/?filter[point]=10.50548%2046.7584&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,10.50548,46.7584
Passo Gardena,Italy,95.47 km,May,39,0,0,7,21,May:1 Apr:0 Jun:0 Oct:0 Nov:0 Sep:0,4,https://www.xcontest.org/world/en/flights-search/?filter[point]=11.82558%2046.5537&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,11.82558,46.5537
Gemassen,Italy,156.57 km,Oct Jul Aug Jun Dec Sep,37,0,1,1,5,Jul:0 Oct:0 Sep:0 Aug:0 Dec:0 Jun:0 Mar:0 Nov:0,4,https://www.xcontest.org/world/en/flights-search/?filter[point]=10.579633%2046.705533&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,10.579633,46.705533
Pizzoc,Italy,109.0 km,Jun May,37,0,9,19,23,Aug:0 Jun:0 May:0 Apr:0 Feb:0 Nov:0 Dec:0 Sep:0,2,https://www.xcontest.org/world/en/flights-search/?filter[point]=12.35045%2046.03832&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,12.35045,46.03832
Feltre,Italy,122.44 km,Mar,35,0,1,9,18,Mar:1 Feb:0 Jul:0 Oct:0 Apr:0 Jan:0,5,https://www.xcontest.org/world/en/flights-search/?filter[point]=11.86273%2046.04592&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,11.86273,46.04592
Ridnaun,Italy,108.16 km,Aug,35,0,1,4,18,Aug:1 Nov:0 Jul:0 May:0 Sep:0 Jun:0,3,https://www.xcontest.org/world/en/flights-search/?filter[point]=11.306167%2046.9293&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,11.306167,46.9293
